0.000000,0.000000,0.000000,0.000000,0.000000,1.879686,1.670648,1.123789
0.000000,0.000000,0.000000,0.000000,1.000000,6.188316,3.987823,4.363465
0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,3.000000,2.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,0.000000,0.000000,-0.317339,-0.098805,0.194896
0.000000,0.000000,1.000000,0.000000,1.000000,7.262400,5.795940,5.770244
0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,2.000000,2.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,3.000000,2.000000,0.000000,0.000000,0.000000
0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000
